排序,原候选编号,小分子药物名称,新靶点名称,当前实验建议,pair_id,药物完整InChIKey,新靶点ChEMBL编号,full720x384_covered,full720x384__legacy_spr_ranker__drug_to_target_rank,full720x384__old_neural__drug_to_target_rank,full720x384__A_consensus__drug_to_target_rank,full720x384__B_consensus__drug_to_target_rank,full720x384__dtiam__drug_to_target_rank,full720x384__legacy_spr_ranker__target_to_drug_rank,full720x384__old_neural__target_to_drug_rank,full720x384__A_consensus__target_to_drug_rank,full720x384__B_consensus__target_to_drug_rank,full720x384__dtiam__target_to_drug_rank,drugclip_common548x269_covered,drugclip_common548x269__legacy_spr_ranker__drug_to_target_rank,drugclip_common548x269__old_neural__drug_to_target_rank,drugclip_common548x269__A_consensus__drug_to_target_rank,drugclip_common548x269__B_consensus__drug_to_target_rank,drugclip_common548x269__dtiam__drug_to_target_rank,drugclip_common548x269__drugclip__drug_to_target_rank,drugclip_common548x269__legacy_spr_ranker__target_to_drug_rank,drugclip_common548x269__old_neural__target_to_drug_rank,drugclip_common548x269__A_consensus__target_to_drug_rank,drugclip_common548x269__B_consensus__target_to_drug_rank,drugclip_common548x269__dtiam__target_to_drug_rank,drugclip_common548x269__drugclip__target_to_drug_rank
202,C384-379,gepirone,GSK3B — Glycogen synthase kinase-3 beta,仍可探索,QOIGKGMMAGJZNZ-UHFFFAOYSA-N__CHEMBL262,QOIGKGMMAGJZNZ-UHFFFAOYSA-N,CHEMBL262,True,18.0,355.0,28.0,357.0,238.0,368.0,605.0,26.0,501.0,577.0,True,13.0,244.0,15.0,248.0,162.0,73.0,295.0,467.0,18.0,370.0,436.0,138.0
203,C384-023,tapinarof,ESR1 — Estrogen receptor,仍可探索,ZISJNXNHJRQYJO-CMDGGOBGSA-N__CHEMBL206,ZISJNXNHJRQYJO-CMDGGOBGSA-N,CHEMBL206,True,19.0,175.0,172.0,126.0,11.0,137.0,96.0,246.0,107.0,85.0,True,11.0,125.0,130.0,92.0,5.0,17.0,100.0,69.0,188.0,84.0,68.0,22.0
204,C384-024,givinostat,FLT1 — Vascular endothelial growth factor receptor 1,仍可探索,YALNUENQHAQXEA-UHFFFAOYSA-N__CHEMBL1868,YALNUENQHAQXEA-UHFFFAOYSA-N,CHEMBL1868,True,19.0,236.0,319.0,95.0,56.0,32.0,522.0,296.0,199.0,103.0,True,16.0,156.0,220.0,63.0,38.0,117.0,28.0,413.0,219.0,146.0,94.0,153.0
205,C384-025,ozanimod,JAK2 — Tyrosine-protein kinase JAK2,仍可探索,XRVDGNKRPOAQTN-FQEVSTJZSA-N__CHEMBL2971,XRVDGNKRPOAQTN-FQEVSTJZSA-N,CHEMBL2971,True,19.0,364.0,170.0,235.0,315.0,27.0,272.0,204.0,97.0,75.0,True,15.0,250.0,113.0,155.0,229.0,254.0,22.0,224.0,149.0,79.0,63.0,436.0
206,C384-151,ranolazine,CA7 — Carbonic anhydrase 7,仍可探索,XKLMZUWKNUAPSZ-UHFFFAOYSA-N__CHEMBL2326,XKLMZUWKNUAPSZ-UHFFFAOYSA-N,CHEMBL2326,True,19.0,15.0,29.0,145.0,25.0,88.0,110.0,243.0,358.0,458.0,True,14.0,13.0,17.0,104.0,17.0,206.0,70.0,83.0,177.0,258.0,362.0,402.0
207,C384-152,rilpivirine,MAPK8 — Mitogen-activated protein kinase 8,仍可探索,YIBOMRUWOWDFLG-ONEGZZNKSA-N__CHEMBL2276,YIBOMRUWOWDFLG-ONEGZZNKSA-N,CHEMBL2276,True,19.0,192.0,67.0,234.0,120.0,16.0,387.0,59.0,130.0,70.0,True,18.0,142.0,43.0,166.0,95.0,114.0,15.0,308.0,46.0,104.0,61.0,289.0
208,C384-153,dasabuvir,NR3C1 — Glucocorticoid receptor,仍可探索,NBRBXGKOEOGLOI-UHFFFAOYSA-N__CHEMBL2034,NBRBXGKOEOGLOI-UHFFFAOYSA-N,CHEMBL2034,True,19.0,34.0,10.0,124.0,141.0,24.0,172.0,227.0,217.0,101.0,True,17.0,25.0,6.0,96.0,100.0,252.0,12.0,129.0,165.0,166.0,83.0,523.0
209,C384-257,indapamide,ACE — Angiotensin-converting enzyme,仍可探索,NDDAHWYSQHTHNT-UHFFFAOYSA-N__CHEMBL1808,NDDAHWYSQHTHNT-UHFFFAOYSA-N,CHEMBL1808,True,19.0,150.0,157.0,70.0,156.0,26.0,266.0,304.0,229.0,109.0,False,,,,,,,,,,,,
210,C384-258,vibegron,ROCK2 — Rho-associated protein kinase 2,仍可探索,DJXRIQMCROIRCZ-XOEOCAAJSA-N__CHEMBL2973,DJXRIQMCROIRCZ-XOEOCAAJSA-N,CHEMBL2973,True,19.0,3.0,181.0,8.0,138.0,164.0,14.0,129.0,170.0,83.0,True,11.0,2.0,123.0,3.0,101.0,92.0,136.0,11.0,89.0,133.0,71.0,185.0
211,C384-259,nalmefene,VDR — Vitamin D3 receptor,仍可探索,WJBLNOPPDWQMCH-MBPVOVBZSA-N__CHEMBL1977,WJBLNOPPDWQMCH-MBPVOVBZSA-N,CHEMBL1977,True,19.0,119.0,269.0,204.0,308.0,19.0,454.0,212.0,187.0,283.0,True,11.0,88.0,190.0,139.0,223.0,100.0,13.0,347.0,160.0,143.0,223.0,153.0
212,C384-188,selinexor,ABL1 — Tyrosine-protein kinase ABL1,仍可探索,DEVSOMFAQLZNKR-RJRFIUFISA-N__CHEMBL1862,DEVSOMFAQLZNKR-RJRFIUFISA-N,CHEMBL1862,True,19.0,321.0,85.0,53.0,320.0,124.0,652.0,122.0,120.0,377.0,True,17.0,222.0,60.0,32.0,228.0,171.0,107.0,501.0,95.0,101.0,298.0,329.0
213,C384-221,rosuvastatin,NR3C2 — Mineralocorticoid receptor,仍可探索,BPRHUIZQVSMCRT-VEUZHWNKSA-N__CHEMBL1994,BPRHUIZQVSMCRT-VEUZHWNKSA-N,CHEMBL1994,True,19.0,19.0,10.0,219.0,82.0,80.0,228.0,270.0,534.0,288.0,True,15.0,14.0,10.0,161.0,64.0,267.0,68.0,173.0,192.0,402.0,231.0,507.0
214,C384-361,tasimelteon,NR3C1 — Glucocorticoid receptor,仍可探索,PTOIAAWZLUQTIO-GXFFZTMASA-N__CHEMBL2034,PTOIAAWZLUQTIO-GXFFZTMASA-N,CHEMBL2034,True,19.0,36.0,47.0,176.0,193.0,306.0,367.0,521.0,689.0,303.0,True,17.0,23.0,31.0,122.0,143.0,6.0,232.0,276.0,396.0,520.0,243.0,48.0
215,C384-067,sapropterin,CHEK2 — Serine/threonine-protein kinase Chk2,仍可探索,FNKQXYHWGSIFBK-RPDRRWSUSA-N__CHEMBL2527,FNKQXYHWGSIFBK-RPDRRWSUSA-N,CHEMBL2527,True,20.0,321.0,181.0,179.0,148.0,109.0,149.0,171.0,305.0,466.0,False,,,,,,,,,,,,
216,C384-070,lubiprostone,NR3C2 — Mineralocorticoid receptor,仍可探索,WGFOBBZOWHGYQH-MXHNKVEKSA-N__CHEMBL1994,WGFOBBZOWHGYQH-MXHNKVEKSA-N,CHEMBL1994,True,20.0,157.0,3.0,286.0,89.0,440.0,419.0,216.0,530.0,392.0,True,16.0,112.0,2.0,201.0,63.0,172.0,334.0,320.0,149.0,399.0,307.0,396.0
217,C384-071,varenicline,NTRK3 — NT-3 growth factor receptor,仍可探索,JQSHBVHOMNKWFT-DTORHVGOSA-N__CHEMBL5608,JQSHBVHOMNKWFT-DTORHVGOSA-N,CHEMBL5608,True,20.0,259.0,317.0,209.0,173.0,167.0,445.0,677.0,642.0,363.0,False,,,,,,,,,,,,
218,C384-086,belzutifan,AR — Androgen receptor,仍可探索,LOMMPXLFBTZENJ-ZACQAIPSSA-N__CHEMBL1871,LOMMPXLFBTZENJ-ZACQAIPSSA-N,CHEMBL1871,True,20.0,2.0,3.0,48.0,58.0,78.0,20.0,54.0,70.0,33.0,True,10.0,1.0,3.0,34.0,41.0,207.0,63.0,11.0,37.0,56.0,24.0,461.0
219,C384-263,bictegravir,PARP2 — Poly [ADP-ribose] polymerase 2,仍可探索,SOLUWJRYJLAZCX-LYOVBCGYSA-N__CHEMBL5366,SOLUWJRYJLAZCX-LYOVBCGYSA-N,CHEMBL5366,True,20.0,172.0,199.0,201.0,30.0,87.0,470.0,201.0,96.0,105.0,True,15.0,119.0,149.0,143.0,20.0,6.0,75.0,369.0,154.0,82.0,91.0,26.0
220,C384-115,ketoprofen,PPARG — Peroxisome proliferator-activated receptor gamma,仍可探索,DKYWVDODHFEZIM-UHFFFAOYSA-N__CHEMBL235,DKYWVDODHFEZIM-UHFFFAOYSA-N,CHEMBL235,True,20.0,35.0,180.0,186.0,371.0,97.0,441.0,525.0,568.0,711.0,True,13.0,31.0,140.0,132.0,258.0,106.0,72.0,325.0,398.0,424.0,540.0,115.0
221,C384-130,vemurafenib,"PIK3CA — Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",仍可探索,GPXBXXGIAQBQNI-UHFFFAOYSA-N__CHEMBL4005,GPXBXXGIAQBQNI-UHFFFAOYSA-N,CHEMBL4005,True,20.0,61.0,379.0,174.0,228.0,12.0,68.0,669.0,685.0,27.0,False,,,,,,,,,,,,
222,C384-190,metformin,FLT3 — Receptor-type tyrosine-protein kinase FLT3,仍可探索,XZWYZXLIPXDOLR-UHFFFAOYSA-N__CHEMBL1974,XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL1974,True,20.0,249.0,330.0,121.0,228.0,318.0,117.0,679.0,532.0,688.0,True,18.0,161.0,226.0,79.0,163.0,62.0,256.0,96.0,517.0,404.0,526.0,150.0
223,C384-191,alpelisib,MMP12 — Macrophage metalloelastase,仍可探索,STUWGJZDJHPWGZ-LBPRGKRZSA-N__CHEMBL4393,STUWGJZDJHPWGZ-LBPRGKRZSA-N,CHEMBL4393,True,20.0,318.0,66.0,275.0,119.0,23.0,435.0,598.0,716.0,113.0,False,,,,,,,,,,,,
224,C384-092,pomalidomide,HDAC2 — Histone deacetylase 2,先解决具体问题,UVSMNLNDYGZFPF-UHFFFAOYSA-N__CHEMBL1937,UVSMNLNDYGZFPF-UHFFFAOYSA-N,CHEMBL1937,True,1.0,140.0,121.0,20.0,289.0,18.0,221.0,589.0,81.0,563.0,False,,,,,,,,,,,,
225,C384-116,dabrafenib,HDAC1 — Histone deacetylase 1,先解决具体问题,BFSMGDJOXZAERB-UHFFFAOYSA-N__CHEMBL325,BFSMGDJOXZAERB-UHFFFAOYSA-N,CHEMBL325,True,1.0,153.0,357.0,379.0,293.0,6.0,373.0,679.0,656.0,55.0,True,1.0,128.0,255.0,268.0,210.0,267.0,6.0,298.0,514.0,492.0,48.0,525.0
226,C384-117,telmisartan,MME — Neprilysin,先解决具体问题,RMMXLENWKUUMAY-UHFFFAOYSA-N__CHEMBL1944,RMMXLENWKUUMAY-UHFFFAOYSA-N,CHEMBL1944,True,1.0,53.0,318.0,101.0,106.0,59.0,176.0,486.0,343.0,435.0,False,,,,,,,,,,,,
227,C384-088,esmolol,CA4 — Carbonic anhydrase 4,先解决具体问题,AQNDDEOPVVGCPG-UHFFFAOYSA-N__CHEMBL3729,AQNDDEOPVVGCPG-UHFFFAOYSA-N,CHEMBL3729,True,1.0,16.0,28.0,7.0,86.0,44.0,186.0,608.0,551.0,702.0,True,1.0,16.0,21.0,7.0,66.0,214.0,34.0,139.0,464.0,403.0,532.0,290.0
228,C384-090,levamlodipine,CA7 — Carbonic anhydrase 7,先解决具体问题,HTIQEAQVCYTUBX-KRWDZBQOSA-N__CHEMBL2326,HTIQEAQVCYTUBX-KRWDZBQOSA-N,CHEMBL2326,True,1.0,79.0,9.0,7.0,23.0,13.0,353.0,234.0,69.0,339.0,True,1.0,50.0,8.0,6.0,16.0,7.0,11.0,268.0,169.0,49.0,271.0,28.0
229,C384-091,nevirapine,"CYP17A1 — Steroid 17-alpha-hydroxylase/17,20 lyase",先解决具体问题,NQDJXKOVJZTUJA-UHFFFAOYSA-N__CHEMBL3522,NQDJXKOVJZTUJA-UHFFFAOYSA-N,CHEMBL3522,True,1.0,107.0,307.0,273.0,42.0,9.0,354.0,558.0,463.0,127.0,True,1.0,71.0,216.0,196.0,33.0,167.0,5.0,264.0,433.0,349.0,109.0,386.0
230,C384-284,pilocarpine,"CYP11B2 — Cytochrome P450 11B2, mitochondrial",先解决具体问题,QCHFTSOMWOSFHM-WPRPVWTQSA-N__CHEMBL2722,QCHFTSOMWOSFHM-WPRPVWTQSA-N,CHEMBL2722,True,1.0,4.0,39.0,1.0,3.0,109.0,8.0,236.0,110.0,137.0,True,1.0,4.0,24.0,1.0,1.0,21.0,92.0,6.0,182.0,80.0,119.0,10.0
231,C384-079,idelalisib,HDAC11 — Histone deacetylase 11,先解决具体问题,IFSDAJWBUCMOAH-HNNXBMFYSA-N__CHEMBL3310,IFSDAJWBUCMOAH-HNNXBMFYSA-N,CHEMBL3310,True,2.0,106.0,183.0,173.0,143.0,3.0,501.0,710.0,704.0,76.0,False,,,,,,,,,,,,
232,C384-097,betrixaban,F7 — Coagulation factor VII,先解决具体问题,XHOLNRLADUSQLD-UHFFFAOYSA-N__CHEMBL3991,XHOLNRLADUSQLD-UHFFFAOYSA-N,CHEMBL3991,True,2.0,2.0,288.0,371.0,31.0,1.0,1.0,85.0,564.0,61.0,False,,,,,,,,,,,,
233,C384-002,tedizolid,NTRK2 — BDNF/NT-3 growth factors receptor,先解决具体问题,XFALPSLJIHVRKE-GFCCVEGCSA-N__CHEMBL4898,XFALPSLJIHVRKE-GFCCVEGCSA-N,CHEMBL4898,True,2.0,323.0,284.0,104.0,206.0,31.0,490.0,419.0,179.0,276.0,False,,,,,,,,,,,,
234,C384-095,clascoterone,"CYP17A1 — Steroid 17-alpha-hydroxylase/17,20 lyase",先解决具体问题,GPNHMOZDMYNCPO-PDUMRIMRSA-N__CHEMBL3522,GPNHMOZDMYNCPO-PDUMRIMRSA-N,CHEMBL3522,True,2.0,37.0,262.0,145.0,58.0,8.0,710.0,569.0,114.0,474.0,True,2.0,35.0,188.0,101.0,44.0,74.0,4.0,542.0,440.0,81.0,366.0,232.0
235,C384-096,levamlodipine,DHFR — Dihydrofolate reductase,先解决具体问题,HTIQEAQVCYTUBX-KRWDZBQOSA-N__CHEMBL202,HTIQEAQVCYTUBX-KRWDZBQOSA-N,CHEMBL202,True,2.0,108.0,69.0,159.0,45.0,2.0,295.0,287.0,376.0,209.0,True,2.0,71.0,41.0,110.0,33.0,140.0,2.0,226.0,218.0,273.0,170.0,329.0
236,C384-099,acetaminophen,MIF — Macrophage migration inhibitory factor,先解决具体问题,RZVAJINKPMORJF-UHFFFAOYSA-N__CHEMBL2085,RZVAJINKPMORJF-UHFFFAOYSA-N,CHEMBL2085,True,2.0,13.0,142.0,30.0,44.0,19.0,49.0,608.0,575.0,671.0,False,,,,,,,,,,,,
237,C384-195,gemcitabine,DNMT1 — DNA (cytosine-5)-methyltransferase 1,先解决具体问题,SDUQYLNIPVEERB-QPPQHZFASA-N__CHEMBL1993,SDUQYLNIPVEERB-QPPQHZFASA-N,CHEMBL1993,True,2.0,259.0,99.0,228.0,36.0,16.0,263.0,635.0,216.0,99.0,False,,,,,,,,,,,,
238,C384-286,pilocarpine,"CYP11B1 — Cytochrome P450 11B1, mitochondrial",先解决具体问题,QCHFTSOMWOSFHM-WPRPVWTQSA-N__CHEMBL1908,QCHFTSOMWOSFHM-WPRPVWTQSA-N,CHEMBL1908,True,2.0,5.0,44.0,2.0,9.0,77.0,8.0,248.0,80.0,260.0,True,2.0,5.0,26.0,2.0,4.0,52.0,66.0,6.0,190.0,59.0,211.0,35.0
239,C384-101,thalidomide,HDAC2 — Histone deacetylase 2,先解决具体问题,UEJJHQNACJXSKW-UHFFFAOYSA-N__CHEMBL1937,UEJJHQNACJXSKW-UHFFFAOYSA-N,CHEMBL1937,True,3.0,163.0,45.0,134.0,349.0,140.0,279.0,591.0,281.0,671.0,False,,,,,,,,,,,,
240,C384-100,etonogestrel,ESR2 — Estrogen receptor beta,先解决具体问题,GCKFUYQCUCGESZ-BPIQYHPVSA-N__CHEMBL242,GCKFUYQCUCGESZ-BPIQYHPVSA-N,CHEMBL242,True,3.0,5.0,127.0,73.0,9.0,33.0,31.0,117.0,29.0,73.0,True,3.0,5.0,84.0,52.0,5.0,10.0,23.0,17.0,82.0,17.0,54.0,54.0
241,C384-159,bictegravir,EZH2 — Histone-lysine N-methyltransferase EZH2,先解决具体问题,SOLUWJRYJLAZCX-LYOVBCGYSA-N__CHEMBL2189110,SOLUWJRYJLAZCX-LYOVBCGYSA-N,CHEMBL2189110,True,3.0,243.0,69.0,216.0,302.0,9.0,586.0,206.0,91.0,256.0,True,2.0,164.0,54.0,153.0,216.0,62.0,9.0,453.0,153.0,74.0,208.0,102.0
242,C384-160,baricitinib,HDAC1 — Histone deacetylase 1,先解决具体问题,XUZMWHLSFXCVMG-UHFFFAOYSA-N__CHEMBL325,XUZMWHLSFXCVMG-UHFFFAOYSA-N,CHEMBL325,True,3.0,40.0,231.0,253.0,257.0,7.0,482.0,640.0,566.0,39.0,True,3.0,31.0,144.0,175.0,185.0,148.0,7.0,380.0,482.0,423.0,33.0,314.0
243,C384-161,articaine,MME — Neprilysin,先解决具体问题,QTGIAADRBBLJGA-UHFFFAOYSA-N__CHEMBL1944,QTGIAADRBBLJGA-UHFFFAOYSA-N,CHEMBL1944,True,3.0,55.0,165.0,273.0,17.0,346.0,135.0,346.0,550.0,496.0,True,3.0,45.0,119.0,186.0,11.0,45.0,275.0,103.0,260.0,410.0,382.0,50.0
244,C384-266,oxycodone,CA2 — Carbonic anhydrase 2,先解决具体问题,BRUQQQPBMZOVGD-XFKAJCMBSA-N__CHEMBL205,BRUQQQPBMZOVGD-XFKAJCMBSA-N,CHEMBL205,True,3.0,7.0,10.0,11.0,198.0,216.0,409.0,120.0,381.0,592.0,True,3.0,7.0,4.0,8.0,150.0,15.0,175.0,310.0,90.0,279.0,456.0,17.0
245,C384-154,bempedoic acid,MMP3 — Stromelysin-1,先解决具体问题,HYHMLYSLQUKXKP-UHFFFAOYSA-N__CHEMBL283,HYHMLYSLQUKXKP-UHFFFAOYSA-N,CHEMBL283,True,3.0,160.0,145.0,312.0,348.0,126.0,347.0,227.0,444.0,543.0,False,,,,,,,,,,,,
246,C384-223,olmesartan,MME — Neprilysin,先解决具体问题,VTRAEEWXHOVJFV-UHFFFAOYSA-N__CHEMBL1944,VTRAEEWXHOVJFV-UHFFFAOYSA-N,CHEMBL1944,True,3.0,5.0,77.0,4.0,118.0,140.0,11.0,182.0,56.0,486.0,False,,,,,,,,,,,,
247,C384-081,duvelisib,HDAC11 — Histone deacetylase 11,先解决具体问题,SJVQHLPISAIATJ-ZDUSSCGKSA-N__CHEMBL3310,SJVQHLPISAIATJ-ZDUSSCGKSA-N,CHEMBL3310,True,4.0,89.0,313.0,335.0,143.0,18.0,104.0,675.0,482.0,91.0,False,,,,,,,,,,,,
248,C384-118,nilotinib,GART — Trifunctional purine biosynthetic protein adenosine-3,先解决具体问题,HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL3972,HHZIURLSWUIHRB-UHFFFAOYSA-N,CHEMBL3972,True,4.0,250.0,321.0,315.0,151.0,1.0,482.0,672.0,635.0,3.0,True,3.0,186.0,220.0,214.0,112.0,131.0,1.0,373.0,511.0,473.0,3.0,190.0
249,C384-041,landiolol,CYP26A1 — Cytochrome P450 26A1,先解决具体问题,WMDSZGFJQKSLLH-RBBKRZOGSA-N__CHEMBL5141,WMDSZGFJQKSLLH-RBBKRZOGSA-N,CHEMBL5141,True,4.0,256.0,173.0,126.0,254.0,35.0,541.0,408.0,484.0,382.0,True,4.0,167.0,131.0,86.0,188.0,224.0,28.0,417.0,314.0,362.0,301.0,309.0
250,C384-104,rilpivirine,YES1 — Tyrosine-protein kinase Yes,先解决具体问题,YIBOMRUWOWDFLG-ONEGZZNKSA-N__CHEMBL2073,YIBOMRUWOWDFLG-ONEGZZNKSA-N,CHEMBL2073,True,4.0,87.0,121.0,98.0,19.0,18.0,343.0,91.0,84.0,69.0,True,4.0,72.0,78.0,69.0,14.0,5.0,18.0,278.0,65.0,69.0,60.0,34.0
251,C384-075,capmatinib,EZH2 — Histone-lysine N-methyltransferase EZH2,先解决具体问题,LIOLIMKSCNQPLV-UHFFFAOYSA-N__CHEMBL2189110,LIOLIMKSCNQPLV-UHFFFAOYSA-N,CHEMBL2189110,True,4.0,327.0,302.0,362.0,277.0,2.0,564.0,719.0,720.0,163.0,True,3.0,225.0,202.0,247.0,194.0,34.0,2.0,435.0,547.0,548.0,136.0,124.0
252,C384-155,bempedoic acid,HMGCR — 3-hydroxy-3-methylglutaryl-coenzyme A reductase,先解决具体问题,HYHMLYSLQUKXKP-UHFFFAOYSA-N__CHEMBL402,HYHMLYSLQUKXKP-UHFFFAOYSA-N,CHEMBL402,True,4.0,20.0,150.0,180.0,40.0,238.0,60.0,245.0,531.0,331.0,True,2.0,18.0,105.0,134.0,29.0,18.0,193.0,48.0,183.0,393.0,270.0,16.0
253,C384-224,thalidomide,HDAC11 — Histone deacetylase 11,先解决具体问题,UEJJHQNACJXSKW-UHFFFAOYSA-N__CHEMBL3310,UEJJHQNACJXSKW-UHFFFAOYSA-N,CHEMBL3310,True,4.0,17.0,33.0,190.0,62.0,172.0,92.0,511.0,362.0,519.0,False,,,,,,,,,,,,
254,C384-289,nicotine,CYP46A1 — Cholesterol 24-hydroxylase,先解决具体问题,SNICXCGAKADSCV-JTQLQIEISA-N__CHEMBL4523510,SNICXCGAKADSCV-JTQLQIEISA-N,CHEMBL4523510,True,4.0,14.0,101.0,242.0,79.0,9.0,46.0,376.0,526.0,630.0,False,,,,,,,,,,,,
255,C384-306,hydroxychloroquine,CTSC — Dipeptidyl peptidase 1,先解决具体问题,XXSMGPRMXLTPCZ-UHFFFAOYSA-N__CHEMBL2252,XXSMGPRMXLTPCZ-UHFFFAOYSA-N,CHEMBL2252,True,4.0,1.0,196.0,26.0,10.0,231.0,7.0,175.0,132.0,378.0,False,,,,,,,,,,,,
256,C384-083,paroxetine,MAOB — Amine oxidase [flavin-containing] B,先解决具体问题,AHOUBRCZNHFOSL-YOEHRIQHSA-N__CHEMBL2039,AHOUBRCZNHFOSL-YOEHRIQHSA-N,CHEMBL2039,True,5.0,10.0,124.0,114.0,91.0,10.0,4.0,95.0,153.0,340.0,True,5.0,8.0,76.0,76.0,62.0,247.0,9.0,1.0,73.0,121.0,281.0,467.0
257,C384-107,lenalidomide,HDAC2 — Histone deacetylase 2,先解决具体问题,GOTYRUGSSMKFNF-UHFFFAOYSA-N__CHEMBL1937,GOTYRUGSSMKFNF-UHFFFAOYSA-N,CHEMBL1937,True,5.0,110.0,150.0,16.0,292.0,190.0,190.0,539.0,51.0,554.0,False,,,,,,,,,,,,
258,C384-005,ranolazine,IGF1R — Insulin-like growth factor 1 receptor,先解决具体问题,XKLMZUWKNUAPSZ-UHFFFAOYSA-N__CHEMBL1957,XKLMZUWKNUAPSZ-UHFFFAOYSA-N,CHEMBL1957,True,5.0,292.0,197.0,85.0,252.0,16.0,82.0,237.0,163.0,413.0,True,4.0,188.0,141.0,62.0,183.0,182.0,15.0,70.0,176.0,125.0,325.0,306.0
259,C384-028,nimodipine,F7 — Coagulation factor VII,先解决具体问题,UIAGMCDKSXEBJQ-UHFFFAOYSA-N__CHEMBL3991,UIAGMCDKSXEBJQ-UHFFFAOYSA-N,CHEMBL3991,True,5.0,261.0,114.0,216.0,77.0,14.0,226.0,98.0,395.0,504.0,False,,,,,,,,,,,,
260,C384-029,articaine,XDH — Xanthine dehydrogenase/oxidase,先解决具体问题,QTGIAADRBBLJGA-UHFFFAOYSA-N__CHEMBL1929,QTGIAADRBBLJGA-UHFFFAOYSA-N,CHEMBL1929,True,5.0,65.0,134.0,222.0,71.0,279.0,78.0,249.0,493.0,597.0,False,,,,,,,,,,,,
261,C384-105,pemigatinib,CDK9 — Cyclin-dependent kinase 9,先解决具体问题,HCDMJFOHIXMBOV-UHFFFAOYSA-N__CHEMBL3116,HCDMJFOHIXMBOV-UHFFFAOYSA-N,CHEMBL3116,True,5.0,137.0,338.0,337.0,96.0,5.0,170.0,599.0,30.0,27.0,True,4.0,101.0,236.0,231.0,71.0,254.0,5.0,145.0,444.0,26.0,22.0,516.0
262,C384-106,rilpivirine,FYN — Tyrosine-protein kinase Fyn,先解决具体问题,YIBOMRUWOWDFLG-ONEGZZNKSA-N__CHEMBL1841,YIBOMRUWOWDFLG-ONEGZZNKSA-N,CHEMBL1841,True,5.0,79.0,90.0,129.0,16.0,16.0,328.0,75.0,91.0,61.0,True,5.0,64.0,59.0,91.0,11.0,268.0,16.0,263.0,54.0,73.0,53.0,546.0
263,C384-108,teriflunomide,XDH — Xanthine dehydrogenase/oxidase,先解决具体问题,UTNUDOFZCWSZMS-YFHOEESVSA-N__CHEMBL1929,UTNUDOFZCWSZMS-YFHOEESVSA-N,CHEMBL1929,True,5.0,20.0,11.0,2.0,23.0,30.0,6.0,85.0,100.0,402.0,False,,,,,,,,,,,,
264,C384-165,baricitinib,HDAC11 — Histone deacetylase 11,先解决具体问题,XUZMWHLSFXCVMG-UHFFFAOYSA-N__CHEMBL3310,XUZMWHLSFXCVMG-UHFFFAOYSA-N,CHEMBL3310,True,5.0,288.0,346.0,257.0,237.0,7.0,667.0,678.0,644.0,60.0,True,5.0,209.0,235.0,179.0,172.0,140.0,5.0,516.0,517.0,481.0,56.0,371.0
265,C384-087,dabrafenib,"PIK3CA — Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",先解决具体问题,BFSMGDJOXZAERB-UHFFFAOYSA-N__CHEMBL4005,BFSMGDJOXZAERB-UHFFFAOYSA-N,CHEMBL4005,True,5.0,172.0,372.0,277.0,28.0,14.0,391.0,569.0,602.0,7.0,False,,,,,,,,,,,,
266,C384-109,ruxolitinib,HDAC11 — Histone deacetylase 11,先解决具体问题,HFNKQEVNSGCOJV-OAHLLOKOSA-N__CHEMBL3310,HFNKQEVNSGCOJV-OAHLLOKOSA-N,CHEMBL3310,True,6.0,336.0,363.0,289.0,315.0,6.0,673.0,702.0,674.0,106.0,False,,,,,,,,,,,,
267,C384-030,alvimopan,EGLN3 — Prolyl hydroxylase EGLN3,先解决具体问题,UPNUIXSCZBYVBB-JVFUWBCBSA-N__CHEMBL5705,UPNUIXSCZBYVBB-JVFUWBCBSA-N,CHEMBL5705,True,6.0,233.0,154.0,6.0,12.0,21.0,548.0,419.0,64.0,285.0,True,3.0,154.0,101.0,4.0,8.0,38.0,17.0,432.0,306.0,54.0,231.0,110.0
268,C384-264,retapamulin,FKBP1A — Peptidyl-prolyl cis-trans isomerase FKBP1A,先解决具体问题,STZYTFJPGGDRJD-NHUWBDDWSA-N__CHEMBL1902,STZYTFJPGGDRJD-NHUWBDDWSA-N,CHEMBL1902,True,6.0,46.0,3.0,35.0,16.0,372.0,224.0,63.0,310.0,334.0,True,4.0,44.0,3.0,22.0,10.0,1.0,294.0,168.0,45.0,235.0,268.0,26.0
269,C384-267,pomalidomide,HDAC11 — Histone deacetylase 11,先解决具体问题,UVSMNLNDYGZFPF-UHFFFAOYSA-N__CHEMBL3310,UVSMNLNDYGZFPF-UHFFFAOYSA-N,CHEMBL3310,True,6.0,31.0,44.0,243.0,49.0,179.0,126.0,369.0,265.0,362.0,True,4.0,24.0,21.0,171.0,38.0,117.0,147.0,97.0,281.0,202.0,287.0,255.0
