drug_id,name,smiles,native_feature_index,gene_symbol,drug_to_target_logit,target_to_drug_logit,ours_rank,evidence,dtiam_probability,dtiam_rank,drugclip_score,drugclip_max_mean_cosine,winning_pocket,winning_pocket_fold_cosine_std,fold_0_rank,fold_1_rank,fold_2_rank,fold_3_rank,fold_4_rank,fold_5_rank,fold_top20_count,drugclip_cosine_rank,drugclip_rank,drugclip_pocket_route,models_in_top20,drugclip_dtwg_rank
XSFJVAJPIHIPKU-XWCQMRHXSA-N,flunisolide,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,44850,HGF,-17.585047,-14.996135,553,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.25780156,435,-0.46400088,-0.07700495,HGF_P2RANK_3,0.14907417,694,603,617,570,320,662,0,600,622,P2RANK,0,371
BTCRKOKVYTVOLU-SJSRKZJXSA-N,bexagliflozin,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(OCCOC4CC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,303979,HGF,-15.641455,-14.998883,554,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.32798395,363,0.9015744,0.16723044,HGF_P2RANK_2,0.09852966,200,220,61,351,175,214,0,214,265,P2RANK,0,354
BMPDWHIDQYTSHX-UHFFFAOYSA-N,oxcarbazepine,NC(=O)N1c2ccccc2CC(O)c2ccccc21,241669,HGF,-13.234128,-15.002046,555,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.08618138,692,-1.0416821,-0.16903444,HGF_P2RANK_3,0.0982816,719,649,705,714,607,583,0,689,695,P2RANK,0,686
CYOHGALHFOKKQC-UHFFFAOYSA-N,selumetinib,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21,224947,HGF,-16.692656,-15.0027275,556,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.41987044,282,-0.6992175,-0.11707085,HGF_P2RANK_2,0.17550397,691,600,637,710,251,661,0,656,665,P2RANK,0,559
PNCPYILNMDWPEY-QGZVFWFLSA-N,silodosin,C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F,171410,HGF,-14.1028385,-15.015505,557,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.4152451,288,0.6850883,0.084631525,HGF_P2RANK_1,0.059016358,251,333,369,479,230,302,0,350,327,P2RANK,0,244
MOTJMGVDPWRKOC-QPVYNBJUSA-N,atrasentan,CCCCN(CCCC)C(=O)CN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](C(=O)O)[C@@H]1c1ccc(OC)cc1,56299,HGF,-14.10965,-15.028088,558,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.302435,392,-0.7441067,-0.12547891,HGF_P2RANK_3,0.11198724,516,701,454,600,598,648,0,661,669,P2RANK,0,449
AHOUBRCZNHFOSL-YOEHRIQHSA-N,paroxetine,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,229620,HGF,-16.345867,-15.035224,559,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.5136609,197,0.90721077,0.16823147,HGF_P2RANK_2,0.07117769,407,216,251,323,322,230,0,210,263,P2RANK,0,198
GZUITABIAKMVPG-UHFFFAOYSA-N,raloxifene,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,288006,HGF,-16.360779,-15.041595,560,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.41519395,289,0.83391374,0.15521389,HGF_P2RANK_2,0.095699646,146,420,375,379,351,277,0,237,286,P2RANK,0,343
FABUFPQFXZVHFB-PVYNADRNSA-N,ixabepilone,C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)N1,2436,HGF,-17.149446,-15.043305,561,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.3568072,339,0.018046936,-0.013923985,HGF_P2RANK_3,0.05548292,526,446,456,614,615,396,0,521,516,P2RANK,0,600
MBUVEWMHONZEQD-UHFFFAOYSA-N,azelastine,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,98244,HGF,-17.32037,-15.044322,562,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.34028405,349,0.44250423,0.0856994,HGF_P2RANK_2,0.08576018,410,610,451,371,305,383,0,347,399,P2RANK,0,543
YMTINGFKWWXKFG-UHFFFAOYSA-N,fenofibrate,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,34678,HGF,-17.606724,-15.06494,563,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.11739592,639,1.1069832,0.14546145,HGF_P2RANK_3,0.11369427,480,110,337,394,157,193,0,254,216,P2RANK,0,336
OBWASQILIWPZMG-QZMOQZSNSA-N,empagliflozin,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(O[C@H]4CCOC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,303984,HGF,-15.807795,-15.070629,564,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.27998757,408,1.012339,0.1869023,HGF_P2RANK_2,0.10278565,209,199,114,192,159,299,0,186,242,P2RANK,0,366
JKVNJTYHRABHIY-WXVUKLJWSA-N,benzgalantamine,COc1ccc2c3c1O[C@H]1C[C@@H](OC(=O)c4ccccc4)C=C[C@@]31CCN(C)C2,150327,HGF,-16.033419,-15.076767,565,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.36357692,334,-0.14322804,-0.027827421,HGF_P2RANK_3,0.1476401,549,555,638,341,278,609,0,539,554,P2RANK,0,629
RKUNBYITZUJHSG-SPUOUPEWSA-N,atropine,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,102372,HGF,-13.566656,-15.081754,566,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.15915121,565,2.181508,0.30273756,HGF_P2RANK_3,0.12798697,106,229,22,111,24,65,0,74,45,P2RANK,0,141
BQJCRHHNABKAKU-KBQPJGBKSA-N,morphine,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,101451,HGF,-16.140589,-15.082428,567,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.20960657,491,0.77503526,0.09687489,HGF_P2RANK_3,0.088278055,339,453,330,150,264,480,0,326,303,P2RANK,0,480
JYGXADMDTFJGBT-VWUMJDOOSA-N,hydrocortisone,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,176313,HGF,-17.18492,-15.083637,568,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.1257204,623,0.49758282,0.09548139,HGF_P2RANK_2,0.044832677,448,312,376,475,184,336,0,331,384,P2RANK,0,384
SIFNOOUKXBRGGB-AREMUKBSSA-N,elacestrant,CCNCCc1ccc(CN(CC)c2cc(OC)ccc2[C@@H]2CCc3cc(O)ccc3C2)cc1,67254,HGF,-17.573952,-15.093,569,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.26717123,421,0.28407067,0.057561535,HGF_P2RANK_2,0.112996995,173,494,529,313,544,486,0,401,438,P2RANK,0,658
JUZYLCPPVHEVSV-LJQANCHMSA-N,elvitegravir,COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2[C@H](CO)C(C)C,134486,HGF,-13.6632,-15.093766,570,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.5347077,182,0.24463071,0.0093235755,HGF_P2RANK_1,0.08068937,534,558,490,594,293,318,0,473,455,P2RANK,0,304
VIKNJXKGJWUCNN-XGXHKTLJSA-N,norethindrone,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,1599,HGF,-17.166397,-15.104906,571,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.1195849,634,1.0531795,0.13758631,HGF_P2RANK_3,0.1371311,495,212,248,363,98,256,0,264,231,P2RANK,0,415
KDLRVYVGXIQJDK-AWPVFWJPSA-N,clindamycin,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,60791,HGF,-14.215152,-15.114326,572,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.30672044,388,1.4716889,0.26848304,HGF_P2RANK_2,0.10166799,233,241,287,55,127,222,0,101,140,P2RANK,0,627
HDACQVRGBOVJII-JBDAPHQKSA-N,ramipril,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,70012,HGF,-15.328933,-15.127391,573,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.4835925,229,0.19708322,0.0011940636,HGF_P2RANK_1,0.080609724,613,487,618,335,418,404,0,492,468,P2RANK,0,674
JVHXJTBJCFBINQ-ADAARDCZSA-N,dapagliflozin,CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,74511,HGF,-15.708214,-15.128882,574,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.27091756,417,1.3316125,0.24360539,HGF_P2RANK_2,0.11357814,189,189,56,167,43,201,0,124,165,P2RANK,0,297
LWQQLNNNIPYSNX-UROSTWAQSA-N,calcipotriene,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@@H](O)C4CC4)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,4099,HGF,-17.72601,-15.1406,575,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.44974396,260,0.3607916,0.036242872,HGF_P2RANK_3,0.066328794,419,174,505,518,579,474,0,435,422,P2RANK,0,243
MYSWGUAQZAJSOK-UHFFFAOYSA-N,ciprofloxacin,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,285997,HGF,-12.747419,-15.144304,576,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.42875308,277,2.0118887,0.3114834,HGF_P2RANK_1,0.02353309,113,64,84,81,57,83,0,66,60,P2RANK,0,387
RUEYEZADQJCKGV-UHFFFAOYSA-N,daprodustat,O=C(O)CNC(=O)C1C(=O)N(C2CCCCC2)C(=O)N(C2CCCCC2)C1=O,283013,HGF,-13.622104,-15.194325,577,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.31637833,379,0.15873735,-0.0053621843,HGF_P2RANK_1,0.055396162,530,455,575,485,476,360,0,502,479,P2RANK,0,322
JAUOIFJMECXRGI-UHFFFAOYSA-N,desloratadine;loratadine,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,218431,HGF,-17.155993,-15.199256,578,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.6553387,116,-0.29281688,-0.05942451,HGF_P2RANK_3,0.13353959,636,629,506,352,429,502,0,579,590,P2RANK,0,684
OJQMKCBWYCWFPU-UHFFFAOYSA-N,selexipag,CC(C)N(CCCCOCC(=O)O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1,32698,HGF,-13.9768915,-15.2129755,579,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.26555946,425,0.3456475,0.026595086,HGF_P2RANK_1,0.084284864,382,365,632,384,485,330,0,447,427,P2RANK,0,299
GGCSSNBKKAUURC-UHFFFAOYSA-N,sufentanil,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,49365,HGF,-17.529877,-15.220779,580,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.18019007,533,-0.16191816,-0.021646267,HGF_P2RANK_2,0.06864507,682,498,579,640,562,519,0,531,559,P2RANK,0,492
HKHCSWPSUSWGLI-CABCVRRESA-N,centanafadine,c1ccc2cc([C@]34CNC[C@H]3C4)ccc2c1,308922,HGF,-17.422232,-15.272919,581,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.32276177,369,1.392718,0.18728389,HGF_P2RANK_3,0.093679056,33,335,183,198,237,278,0,185,151,P2RANK,0,266
ACWZRVQXLIRSDF-UHFFFAOYSA-N,binimetinib,Cn1cnc2c(F)c(Nc3ccc(Br)cc3F)c(C(=O)NOCCO)cc21,224948,HGF,-16.570568,-15.273309,582,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.40684012,301,-0.6081324,-0.10254669,HGF_P2RANK_1,0.07198897,648,626,528,681,480,544,0,639,654,P2RANK,0,494
JWUBBDSIWDLEOM-DTOXIADCSA-N,calcifediol,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12,4292,HGF,-17.600029,-15.282149,583,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.46085435,252,0.7157828,0.08820223,HGF_P2RANK_3,0.05372484,305,137,347,347,536,428,0,343,320,P2RANK,0,282
MVGWUTBTXDYMND-QGZVFWFLSA-N,etrasimod,O=C(O)C[C@H]1CCc2c1[nH]c1ccc(OCc3ccc(C4CCCC4)c(C(F)(F)F)c3)cc21,283591,HGF,-14.185829,-15.293076,584,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.83929294,45,0.25932252,0.053166255,HGF_P2RANK_2,0.10193815,283,102,360,597,407,268,0,409,449,P2RANK,0,187
HNPFPERDNWXAGS-NFVOFSAMSA-N,latanoprost,O=C(O)CCC/C=C\C[C@@H]1[C@@H](CC[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O,282315,HGF,-14.290806,-15.297184,585,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.2731498,415,1.3240142,0.19387293,HGF_P2RANK_1,0.06188214,261,113,362,93,95,178,0,180,166,P2RANK,0,355
QFFGVLORLPOAEC-SNVBAGLBSA-N,besifloxacin,N[C@@H]1CCCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,252415,HGF,-13.088682,-15.297273,586,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.77437484,76,1.2976732,0.21845885,HGF_P2RANK_1,0.073208064,226,265,85,223,19,287,1,153,169,P2RANK,0,444
KEDYTOTWMPBSLG-HILJTLORSA-N,ramipril,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,172116,HGF,-14.367604,-15.304642,587,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.51707584,195,0.743577,0.09463173,HGF_P2RANK_1,0.10196849,538,245,590,201,300,169,0,333,312,P2RANK,0,643
CMHHMUWAYWTMGS-UHFFFAOYSA-N,benoxinate,CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N,57476,HGF,-15.141349,-15.316379,588,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.107769996,655,1.9830847,0.35930714,HGF_P2RANK_2,0.07308113,124,203,75,63,203,45,0,45,65,P2RANK,0,57
KPYSYYIEGFHWSV-UHFFFAOYSA-N,baclofen,NCC(CC(=O)O)c1ccc(Cl)cc1,246868,HGF,-15.971103,-15.319665,589,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.22345246,473,0.5035221,0.0965362,HGF_P2RANK_2,0.08202345,263,309,514,368,569,352,0,327,382,P2RANK,0,262
WWYNJERNGUHSAO-XUDSTZEESA-N,levonorgestrel,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,1600,HGF,-17.524063,-15.335927,590,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.12362787,628,0.5990962,0.07112304,HGF_P2RANK_3,0.13908501,605,267,398,439,151,423,0,383,352,P2RANK,0,400
HFZITXBUTWITPT-YWVKMMECSA-N,enmetazobactam,C[n+]1ccn(C[C@@]2(C)[C@H](C(=O)[O-])N3C(=O)C[C@H]3S2(=O)=O)n1,177327,HGF,-12.825308,-15.345372,591,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.26931795,420,0.3231033,0.02274056,HGF_P2RANK_1,0.0691486,416,471,458,326,549,362,0,453,431,P2RANK,0,667
HYAFETHFCAUJAY-UHFFFAOYSA-N,pioglitazone,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,81301,HGF,-14.9736805,-15.347951,592,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.355566,342,1.653912,0.22551434,HGF_P2RANK_3,0.1496901,137,31,94,182,176,17,1,138,104,P2RANK,0,114
IQIBKLWBVJPOQO-UHFFFAOYSA-N,tazarotene,CC1(C)CCSc2ccc(C#Cc3ccc(C(=O)O)cn3)cc21,43746,HGF,-14.895061,-15.362131,593,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.50435,210,1.0014637,0.18497081,HGF_P2RANK_2,0.07149792,309,124,177,464,295,120,0,190,245,P2RANK,0,138
HEFNNWSXXWATRW-UHFFFAOYSA-N,ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,32376,HGF,-14.339831,-15.367942,594,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.07676101,704,2.8664029,0.40298423,HGF_P2RANK_3,0.092288025,5,106,1,27,84,21,2,29,9,P2RANK,1,2
UCJGJABZCDBEDK-UHFFFAOYSA-N,bazedoxifene,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,178041,HGF,-16.996191,-15.369373,595,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.608567,145,0.54196113,0.073534146,HGF_P2RANK_1,0.064617366,155,342,572,356,272,391,0,376,372,P2RANK,0,549
DHMTURDWPRKSOA-RUZDIDTESA-N,lonafarnib,NC(=O)N1CCC(CC(=O)N2CCC([C@H]3c4ncc(Br)cc4CCc4cc(Cl)cc(Br)c43)CC2)CC1,241611,HGF,-14.70847,-15.371785,596,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.7012317,100,-0.94048816,-0.19330406,HGF_P2RANK_1,0.06592301,673,688,710,675,621,651,0,703,689,P2RANK,0,484
DRHKJLXJIQTDTD-OAHLLOKOSA-N,tamsulosin,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1,75262,HGF,-15.438682,-15.375317,597,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.2474486,447,1.7914586,0.32527426,HGF_P2RANK_2,0.10193539,151,59,163,224,39,255,0,61,87,P2RANK,0,156
MVWVFYHBGMAFLY-UHFFFAOYSA-N,ziprasidone,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,291767,HGF,-17.338509,-15.383704,598,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.47829175,232,1.2660867,0.231968,HGF_P2RANK_2,0.07912377,279,232,92,391,236,244,0,133,177,P2RANK,0,191
XUBOMFCQGDBHNK-UHFFFAOYSA-N,gatifloxacin,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,122699,HGF,-13.369439,-15.387416,599,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.5409573,179,1.8451781,0.2829798,HGF_P2RANK_1,0.06478953,111,130,57,82,72,192,0,89,83,P2RANK,0,529
METQSPRSQINEEU-HXCATZOESA-N,drospirenone,C[C@]12CCC(=O)C=C1[C@@H]1C[C@@H]1[C@H]1[C@@H]3[C@@H]4C[C@@H]4[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@@H]12,176362,HGF,-17.418152,-15.389875,600,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.2576247,436,0.6863067,0.083887875,HGF_P2RANK_3,0.10022327,527,359,445,345,195,348,0,352,326,P2RANK,0,439
YWGDOWXRIALTES-NRFANRHFSA-N,bepotastine,O=C(O)CCCN1CCC(O[C@@H](c2ccc(Cl)cc2)c2ccccn2)CC1,282465,HGF,-15.151371,-15.398415,601,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.5806386,161,1.646899,0.29960042,HGF_P2RANK_2,0.07628974,168,135,196,232,42,199,0,80,109,P2RANK,0,398
QHMBSVQNZZTUGM-ZWKOTPCHSA-N,cannabidiol,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O,3685,HGF,-15.716741,-15.437113,602,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.11973021,633,1.2112733,0.16072622,HGF_P2RANK_3,0.13527156,579,141,245,87,132,333,0,225,188,P2RANK,0,560
BQEJAAIPKDQEPV-MXHGPKCJSA-N,difluprednate,CCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,52784,HGF,-17.380682,-15.440672,603,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.4406018,268,-0.5249528,-0.09340179,HGF_P2RANK_3,0.10030418,707,643,668,553,471,666,0,627,635,P2RANK,0,373
WXCXUHSOUPDCQV-UHFFFAOYSA-N,enzalutamide,CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F,104472,HGF,-15.553764,-15.457548,604,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.17298807,546,-0.031456944,0.001523702,HGF_P2RANK_2,0.033724874,566,525,470,480,539,588,0,490,530,P2RANK,0,204
SOLUWJRYJLAZCX-LYOVBCGYSA-N,bictegravir,O=C(NCc1c(F)cc(F)cc1F)c1cn2c(c(O)c1=O)C(=O)N1[C@H]3CC[C@H](C3)O[C@@H]1C2,271069,HGF,-14.704571,-15.4704895,605,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.63162,129,0.2652709,0.054222688,HGF_P2RANK_2,0.07778741,392,438,582,260,383,441,0,405,448,P2RANK,0,111
UPNUIXSCZBYVBB-JVFUWBCBSA-N,alvimopan,C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1,174174,HGF,-15.423251,-15.471715,606,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.48954636,226,0.77534693,0.1448124,HGF_P2RANK_2,0.086872004,235,221,531,398,390,373,0,256,302,P2RANK,0,427
KIHYPELVXPAIDH-HNSNBQBZSA-N,siponimod,CCc1cc(/C(C)=N/OCc2ccc(C3CCCCC3)c(C(F)(F)F)c2)ccc1CN1CC(C(=O)O)C1,80269,HGF,-14.144017,-15.475366,607,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.7083881,96,0.6128042,0.11594474,HGF_P2RANK_2,0.06638823,423,247,336,416,424,246,0,291,346,P2RANK,0,221
DMNOVGJWPASQDL-OAQYLSRUSA-N,oliceridine,COc1ccsc1CNCC[C@@]1(c2ccccn2)CCOC2(CCCC2)C1,156742,HGF,-16.549332,-15.482592,608,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.5353982,181,-0.21581048,-0.03121756,HGF_P2RANK_2,0.040856488,612,511,494,529,502,615,0,542,571,P2RANK,0,501
RWTNPBWLLIMQHL-UHFFFAOYSA-N,fexofenadine,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,21556,HGF,-14.860571,-15.488935,609,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.4757813,236,0.32618627,0.047633346,HGF_P2RANK_3,0.040016554,346,303,463,427,364,347,0,419,430,P2RANK,0,131
KFQYTPMOWPVWEJ-INIZCTEOSA-N,rotigotine,CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1,58991,HGF,-17.461412,-15.493742,610,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.14246741,600,0.7704248,0.14393823,HGF_P2RANK_2,0.09619489,284,244,429,560,307,180,0,257,304,P2RANK,0,456
BZZKEPGENYLQSC-UHFFFAOYSA-N,deucravacitinib,CNC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncn(C)n2)c1OC,105870,HGF,-16.946127,-15.507715,611,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.8199703,55,-0.2620524,-0.077307396,HGF_P2RANK_1,0.09516063,519,531,606,694,580,372,0,602,583,P2RANK,0,521
LIENCHBZNNMNKG-OJFNHCPVSA-N,nirmatrelvir,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C2(C)C,24123,HGF,-17.016258,-15.519099,612,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.5793536,162,0.025569608,-0.0128229065,HGF_P2RANK_3,0.033937253,565,461,562,514,605,424,0,520,514,P2RANK,0,533
BZZKEPGENYLQSC-FIBGUPNXSA-N,deucravacitinib,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncn(C)n2)c1OC,306546,HGF,-16.919796,-15.5298815,613,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.8815801,22,-0.24334699,-0.07410921,HGF_P2RANK_1,0.09209989,537,540,594,684,577,378,0,594,580,P2RANK,0,522
BSMCAPRUBJMWDF-KRWDZBQOSA-N,cobimetinib,O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)([C@@H]2CCCCN2)C1,287748,HGF,-15.696704,-15.531225,614,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.7268099,90,1.2635615,0.2315195,HGF_P2RANK_2,0.051172484,238,337,159,261,298,128,0,134,178,P2RANK,0,375
WJBLNOPPDWQMCH-MBPVOVBZSA-N,nalmefene,C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,4284,HGF,-17.20455,-15.569719,615,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.2871873,402,0.11113754,0.026234522,HGF_P2RANK_3,0.10458991,500,416,389,227,437,515,0,448,494,P2RANK,0,527
UZHSEJADLWPNLE-GRGSLBFTSA-N,naloxone,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,11461,HGF,-16.754889,-15.58236,616,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.15822347,567,0.57825065,0.10980802,HGF_P2RANK_2,0.06542556,352,305,332,185,267,344,0,302,360,P2RANK,0,455
