candidate_id,pair_id,modeled_entity_name,gene_symbol,binding_rank_384,rank_band,action_class,recommendation_band,recommended_disease_is_cross_area,recommended_disease,positive_max_tanimoto,usable_chemical_support_ge04
C384-339,FASDKYOPVNHBLU-ZETCQYMHSA-N__CHEMBL205,pramipexole,CA2,13,11–20,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,attention deficit-hyperactivity disorder,0.1929824561403508,False
C384-340,ULXXDDBFHOBEHA-CWDCEQMOSA-N__CHEMBL2722,afatinib,CYP11B2,13,11–20,FIRST_RESOLVE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,Cushing syndrome,0.23,False
C384-341,KPYSYYIEGFHWSV-UHFFFAOYSA-N__CHEMBL4523510,baclofen,CYP46A1,13,11–20,FIRST_RESOLVE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,Lennox-Gastaut syndrome,0.1904761904761904,False
C384-342,CXOXHMZGEKVPMT-UHFFFAOYSA-N__CHEMBL4523510,clobazam,CYP46A1,13,11–20,FIRST_RESOLVE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,Dravet syndrome,0.2205882352941176,False
C384-343,DMNOVGJWPASQDL-OAQYLSRUSA-N__CHEMBL2722,oliceridine,CYP11B2,14,11–20,FIRST_RESOLVE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,Cushing syndrome,0.2051282051282051,False
C384-344,AAOVKJBEBIDNHE-UHFFFAOYSA-N__CHEMBL4523510,diazepam,CYP46A1,14,11–20,FIRST_RESOLVE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,Lennox-Gastaut syndrome,0.2647058823529412,False
C384-345,LDCRTTXIJACKKU-ONEGZZNKSA-N__CHEMBL402,dimethyl fumarate,HMGCR,14,11–20,FIRST_RESOLVE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,autoimmune disorder of central nervous system,0.1818181818181818,False
C384-346,LTXREWYXXSTFRX-QGZVFWFLSA-N__CHEMBL1827,linagliptin,PDE5A,14,11–20,FIRST_RESOLVE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,fetal growth restriction,0.2727272727272727,False
C384-347,IAKHMKGGTNLKSZ-INIZCTEOSA-N__CHEMBL2063,colchicine,UGCG,14,11–20,FIRST_RESOLVE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,Niemann-Pick disease type C,0.2093023255813953,False
C384-348,DYLUUSLLRIQKOE-UHFFFAOYSA-N__CHEMBL262,enasidenib,GSK3B,15,11–20,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,"chronic myelogenous leukemia, BCR-ABL1 positive",0.2911392405063291,False
C384-349,BSMCAPRUBJMWDF-KRWDZBQOSA-N__CHEMBL3310,cobimetinib,HDAC11,15,11–20,FIRST_RESOLVE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,non-small cell lung carcinoma,0.1951219512195122,False
C384-350,QQHMKNYGKVVGCZ-UHFFFAOYSA-N__CHEMBL1952,tipiracil,TYMS,15,11–20,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,colon carcinoma,0.2112676056338028,False
C384-351,NDAUXUAQIAJITI-UHFFFAOYSA-N__CHEMBL2252,albuterol,CTSC,16,11–20,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,lung disorder,0.1666666666666666,False
C384-352,QCHFTSOMWOSFHM-WPRPVWTQSA-N__CHEMBL3522,pilocarpine,CYP17A1,16,11–20,FIRST_RESOLVE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,Cushing syndrome,0.1969696969696969,False
C384-353,UCTWMZQNUQWSLP-VIFPVBQESA-N__CHEMBL215,epinephrine,ALOX5,17,11–20,FIRST_RESOLVE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,proctitis,0.2941176470588235,False
C384-354,ACWZRVQXLIRSDF-UHFFFAOYSA-N__CHEMBL202,binimetinib,DHFR,17,11–20,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,lung large cell carcinoma,0.2307692307692307,False
C384-355,ZSKVGTPCRGIANV-ZXFLCMHBSA-N__CHEMBL4588,imipenem,MMP8,17,11–20,FIRST_RESOLVE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,pneumonia,0.1818181818181818,False
C384-356,CPZBLNMUGSZIPR-NVXWUHKLSA-N__CHEMBL2722,palonosetron,CYP11B2,18,11–20,FIRST_RESOLVE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,Cushing syndrome,0.2318840579710145,False
C384-357,DYLUUSLLRIQKOE-UHFFFAOYSA-N__CHEMBL258,enasidenib,LCK,18,11–20,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,"chronic myelogenous leukemia, BCR-ABL1 positive",0.2784810126582278,False
C384-358,SJVQHLPISAIATJ-ZDUSSCGKSA-N__CHEMBL5366,duvelisib,PARP2,18,11–20,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,non-small cell lung carcinoma,0.2592592592592592,False
C384-359,VWVSBHGCDBMOOT-IIEHVVJPSA-N__CHEMBL2008,desoximetasone,RARB,18,11–20,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,psoriasis,0.1444444444444444,False
C384-360,DMNOVGJWPASQDL-OAQYLSRUSA-N__CHEMBL1908,oliceridine,CYP11B1,19,11–20,FIRST_RESOLVE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,Cushing syndrome,0.1829268292682926,False
C384-361,PTOIAAWZLUQTIO-GXFFZTMASA-N__CHEMBL2034,tasimelteon,NR3C1,19,11–20,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,infantile spasms,0.2833333333333333,False
C384-362,CYHWMBVXXDIZNZ-KRWDZBQOSA-N__CHEMBL2243,remimazolam,FAAH,20,11–20,FIRST_RESOLVE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,drug dependence,0.2435897435897435,False
C384-363,NSQSAUGJQHDYNO-UHFFFAOYSA-N__CHEMBL202,tazemetostat,DHFR,8,6–10,FIRST_RESOLVE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,lung large cell carcinoma,0.2736842105263158,False
C384-364,WCWSTNLSLKSJPK-LKFCYVNXSA-N__CHEMBL288,cabotegravir,PDE4D,12,11–20,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,chronic bronchitis,0.2872340425531915,False
C384-365,CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL2063,selumetinib,UGCG,12,11–20,FIRST_RESOLVE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,Gaucher disease,0.2037037037037037,False
C384-366,AQNDDEOPVVGCPG-UHFFFAOYSA-N__CHEMBL1808,esmolol,ACE,13,11–20,FIRST_RESOLVE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,dilated cardiomyopathy,0.2686567164179104,False
C384-367,WXCXUHSOUPDCQV-UHFFFAOYSA-N__CHEMBL5145,enzalutamide,BRAF,13,11–20,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,melanoma,0.2558139534883721,False
C384-368,ADEBPBSSDYVVLD-UHFFFAOYSA-N__CHEMBL2023,donepezil,COMT,13,11–20,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,Parkinson disease,0.2923076923076923,False
C384-369,RUOKEQAAGRXIBM-GFCCVEGCSA-N__CHEMBL1808,rasagiline,ACE,14,11–20,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,schizophrenia,0.2545454545454545,False
C384-370,KSMAGQUYOIHWFS-UHFFFAOYSA-N__CHEMBL2850,lofexidine,GSK3A,14,11–20,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,depressive disorder,0.21875,False
C384-371,GOTYRUGSSMKFNF-UHFFFAOYSA-N__CHEMBL3045,lenalidomide,PRKCB,14,11–20,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,acute myeloid leukemia,0.2615384615384615,False
C384-372,FTALBRSUTCGOEG-UHFFFAOYSA-N__CHEMBL2039,riluzole,MAOB,15,11–20,EVIDENCE_DEPRIORITIZE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,Parkinson disease,0.2982456140350877,False
C384-373,OPXLLQIJSORQAM-UHFFFAOYSA-N__CHEMBL3234,mebendazole,HCK,16,11–20,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,cutaneous leishmaniasis,0.2658227848101265,False
C384-374,FGQFOYHRJSUHMR-UHFFFAOYSA-N__CHEMBL2063,lesinurad,UGCG,16,11–20,FIRST_RESOLVE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,glycogen storage disease II,0.1789473684210526,False
C384-375,YQEZLKZALYSWHR-ZDUSSCGKSA-N__CHEMBL262,esketamine,GSK3B,17,11–20,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,major depressive disorder,0.238095238095238,False
C384-376,USUZGMWDZDXMDG-CYBMUJFWSA-N__CHEMBL2063,osilodrostat,UGCG,17,11–20,FIRST_RESOLVE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,Gaucher disease,0.2151898734177215,False
C384-377,CYHWMBVXXDIZNZ-KRWDZBQOSA-N__CHEMBL220,remimazolam,ACHE,18,11–20,FIRST_RESOLVE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,depressive disorder,0.25,False
C384-378,MKJIEFSOBYUXJB-WEZHFFAMSA-N__CHEMBL2023,deutetrabenazine,COMT,18,11–20,EVIDENCE_DEPRIORITIZE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,Parkinson disease,0.1666666666666666,False
C384-379,QOIGKGMMAGJZNZ-UHFFFAOYSA-N__CHEMBL262,gepirone,GSK3B,18,11–20,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,bipolar disorder,0.2894736842105263,False
C384-380,ZEUITGRIYCTCEM-KRWDZBQOSA-N__CHEMBL220,duloxetine,ACHE,20,11–20,EVIDENCE_DEPRIORITIZE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,schizophrenia,0.2333333333333333,False
C384-381,GOTYRUGSSMKFNF-UHFFFAOYSA-N__CHEMBL3310,lenalidomide,HDAC11,20,11–20,FIRST_RESOLVE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,acute myeloid leukemia,0.238095238095238,False
C384-382,LIRYPHYGHXZJBZ-UHFFFAOYSA-N__CHEMBL202,trametinib,DHFR,11,11–20,FIRST_RESOLVE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,lung large cell carcinoma,0.2068965517241379,False
C384-383,WIJZXSAJMHAVGX-DHLKQENFSA-N__CHEMBL262,ivosidenib,GSK3B,12,11–20,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,"chronic myelogenous leukemia, BCR-ABL1 positive",0.2612612612612612,False
C384-384,FVTWTVQXNAJTQP-UHFFFAOYSA-N__CHEMBL2722,umeclidinium,CYP11B2,14,11–20,FIRST_RESOLVE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,Cushing syndrome,0.21875,False
